 Product ID , Description , Packaging , Work Center , Option , Length , ID , Task , Time (min) ,Sum of Time (min),Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,12,3,bring product to station,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,12,4,clean ,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,12,5,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,12,6,label type on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,12,7,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,12,8,middle pad (1),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,12,9,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,12,10,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Spackle Flange,Spackle Flange Packaging,Packaging,packspflange,4,14,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Spackle Flange,Spackle Flange Packaging,Packaging,packspflange,8,14,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Spackle Flange,Spackle Flange Packaging,Packaging,packspflange,12,14,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Flangeless,Standard Packaging,Packaging,packstand,4,11,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Flangeless,Standard Packaging,Packaging,packstand,8,11,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Flangeless,Standard Packaging,Packaging,packstand,12,11,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Packaging,packstand,4,11,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Packaging,packstand,8,11,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Packaging,packstand,12,11,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Spackle Flange,Spackle Flange Packaging,Assembly,packspflange,4,1,sub: form 2 ends carton,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Spackle Flange,Spackle Flange Packaging,Assembly,packspflange,4,2,sub: cut foam for pad,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Spackle Flange,Spackle Flange Packaging,Assembly,packspflange,8,1,sub: form 2 ends carton,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Spackle Flange,Spackle Flange Packaging,Assembly,packspflange,8,2,sub: cut foam for pad,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Spackle Flange,Spackle Flange Packaging,Assembly,packspflange,12,1,sub: form 2 ends carton,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Spackle Flange,Spackle Flange Packaging,Assembly,packspflange,12,2,sub: cut foam for pad,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Flangeless,Standard Packaging,Assembly,packstand,4,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Flangeless,Standard Packaging,Assembly,packstand,4,2,sub: cut foam for pad*,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Flangeless,Standard Packaging,Assembly,packstand,8,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Flangeless,Standard Packaging,Assembly,packstand,8,2,sub: cut foam for pad*,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Flangeless,Standard Packaging,Assembly,packstand,12,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,Flangeless,Standard Packaging,Assembly,packstand,12,2,sub: cut foam for pad*,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,4,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,4,2,sub: cut foam for pad*,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,8,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,8,2,sub: cut foam for pad*,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,12,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRVLED,With Flanges,Standard Packaging,Assembly,packstand,12,2,sub: cut foam for pad*,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,3,bring product to station,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,5,clean ,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,8,manipulations,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,14,middle pad (1),0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,15,put end carton,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,3,bring product to station,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,5,clean ,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,8,manipulations,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,14,middle pad (1),0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,3,bring product to station,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,5,clean ,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,8,manipulations,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,14,middle pad (1),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Packaging,packstandsil,4,17,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Packaging,packstandsil,8,17,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Packaging,packstandsil,12,17,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,4,2,sub: cut foam for pad*,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,8,2,sub: cut foam for pad*,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS,-,Standard Packaging (Silicone),Assembly,packstandsil,12,2,sub: cut foam for pad*,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,3,bring product to station,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,5,clean ,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,8,manipulations,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,14,middle pad (1),0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,15,put end carton,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,3,bring product to station,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,5,clean ,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,8,manipulations,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,14,middle pad (1),0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,3,bring product to station,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,5,clean ,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,8,manipulations,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,14,middle pad (1),1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Packaging,packstandsil,4,17,shrinking machine*,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Packaging,packstandsil,8,17,shrinking machine*,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Packaging,packstandsil,12,17,shrinking machine*,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,4,2,sub: cut foam for pad*,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,8,2,sub: cut foam for pad*,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,1,sub: form 2 ends carton*,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLED,-,Standard Packaging (Silicone),Assembly,packstandsil,12,2,sub: cut foam for pad*,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,3,bring product to station,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,5,clean ,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,8,manipulations,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,14,middle pad (1),0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,15,put end carton,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,4,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,3,bring product to station,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,5,clean ,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,8,manipulations,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,13,put end carton,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,14,middle pad (1),0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,15,put end carton,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,8,16,bring to palet,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,3,bring product to station,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,4,dielectric test,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,5,clean ,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,6,Apply sillicone both sides on 1st end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,7,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,8,manipulations,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,9,change side of palet,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,10,Apply sillicone both sides on 2sd end,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,11,wipe & rub surplus,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBSLEDPAT,-,Standard Packaging (Silicone),Assembly,packstandsil,12,12,take off one label type from housing & stick on end carton,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
