 Product ID , Option , Section Type , Work Center , Task , Qty , Time (min) , Total Time (min) ,, Sum of Total Time (min) , Column Labels ,,,,,
TBLEDPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBLEDPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBLEDPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBPAT,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBPAT,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TBPAT,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TBPAT,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TWC,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TWC,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TWC,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TWC,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TWO,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TWO,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TWO,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TWO,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TWR,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TWR,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TWR,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TWR,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TWRLED,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TWRLED,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
TWRLED,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
TWRLED,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
WBDILED,ahunger1,Complete Section,Assembly,Clip sub-assy hanger,2,0.62,1.24,,,,,,,,
WBDILED,ahunger1,SR1,Assembly,Clip sub-assy hanger,2,0.62,1.24,,,,,,,,
WBDILED,ahunger1,SRE,Assembly,Clip sub-assy hanger,1,0.62,0.62,,,,,,,,
WBDILED,ahunger1,SRM,Assembly,Clip sub-assy hanger,1,0.62,0.62,,,,,,,,
WBDILED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
WBDILED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
WBDILED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
WBDILED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
WBLED,ahunger1,Complete Section,Assembly,Clip sub-assy hanger,2,0.62,1.24,,,,,,,,
WBLED,ahunger1,SR1,Assembly,Clip sub-assy hanger,2,0.62,1.24,,,,,,,,
WBLED,ahunger1,SRE,Assembly,Clip sub-assy hanger,1,0.62,0.62,,,,,,,,
WBLED,ahunger1,SRM,Assembly,Clip sub-assy hanger,1,0.62,0.62,,,,,,,,
WBLED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
WBLED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
WBLED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
WBLED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
STC30,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC31,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC32,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STCO,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STD,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFC,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFD,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFI,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STI,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STIA,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STM,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO20,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO21,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO22,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO23,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO24,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC50,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC52,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC53,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO40,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO41,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO42,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO43,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO44,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO50,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO51,ahunger8,Complete Section,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC30,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STC31,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STC32,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STCO,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STD,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFC,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFD,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFI,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STI,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STIA,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STM,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO20,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO21,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO22,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO23,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO24,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC50,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC52,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC53,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO40,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO41,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO42,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO43,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO44,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO50,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO51,ahunger8,Complete Section,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
ZELED,ahanger1,Complete Section,Subassembly Hangers,screwed sub-assy bracket on housing,1,0.5,0.5,,,,,,,,
ZELED,ahanger1,SR1,Subassembly Hangers,screwed sub-assy bracket on housing,1,0.5,0.5,,,,,,,,
ZELED,ahanger1,SRE,Subassembly Hangers,screwed sub-assy bracket on housing,1,0.5,0.5,,,,,,,,
ZELED,ahanger1,SRM,Subassembly Hangers,screwed sub-assy bracket on housing,1,0.5,0.5,,,,,,,,
TB2DILED,ahanger4,Complete Section,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2DILED,ahanger4,SR1,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2DILED,ahanger4,SRM,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2DILED,ahanger4,SRE,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2DLED,ahanger4,Complete Section,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2DLED,ahanger4,SR1,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2DLED,ahanger4,SRM,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2DLED,ahanger4,SRE,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2WDILED,ahanger4,Complete Section,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2WDILED,ahanger4,SR1,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2WDILED,ahanger4,SRM,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2WDILED,ahanger4,SRE,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2WDLED,ahanger4,Complete Section,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2WDLED,ahanger4,SR1,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2WDLED,ahanger4,SRM,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
TB2WDLED,ahanger4,SRE,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
B2SQDLED,ahanger4,Complete Section,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
B2SQDLED,ahanger4,SR1,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
B2SQDLED,ahanger4,SRM,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
B2SQDLED,ahanger4,SRE,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
B2SQILED,ahanger4,Complete Section,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
B2SQILED,ahanger4,SR1,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
B2SQILED,ahanger4,SRM,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
B2SQILED,ahanger4,SRE,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
SKPE,ahanger5,Other Shape Pattern,Assembly, screwed griplock on cable (XO)+masking tape ,1,0.42,0.42,,,,,,,,
SKPE,ahanger5,Circle Pattern,Assembly, screwed griplock on cable (XO)+masking tape ,1,0.42,0.42,,,,,,,,
SKPE,ahanger5,Rectangle Pattern,Assembly, screwed griplock on cable (XO)+masking tape ,1,0.42,0.42,,,,,,,,
202LED,ahanger5,Complete Section,Assembly, screwed griplock on cable (XO)+masking tape ,1,0.42,0.42,,,,,,,,
ARCLED,ahanger4,Complete Section,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
ARCLED,ahanger4,SR1,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
ARCLED,ahanger4,SRM,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
ARCLED,ahanger4,SRE,Assembly,slide hanger in extrusion(XO),1,0.65,0.65,,,,,,,,
202LED,ahanger5,SR1,Assembly,screwed griplock on cable (XO)+masking tape,1,0.42,0.42,,,,,,,,
202LED,ahanger5,SRM,Assembly,screwed griplock on cable (XO)+masking tape,1,0.42,0.42,,,,,,,,
202LED,ahanger5,SRE,Assembly,screwed griplock on cable (XO)+masking tape,1,0.42,0.42,,,,,,,,
SCAC,ahunger3,Complete Section,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCAC,ahunger3,SR1,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCAC,ahunger3,SRE,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCAC,ahunger3,SRM,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCDIPAT,ahunger3,Complete Section,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCDIPAT,ahunger3,SR1,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCDIPAT,ahunger3,SRE,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCDIPAT,ahunger3,SRM,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCDLAC,ahunger3,Complete Section,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCDLAC,ahunger3,SR1,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCDLAC,ahunger3,SRE,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCDLAC,ahunger3,SRM,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCDPAT,ahunger3,Complete Section,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCDPAT,ahunger3,SR1,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCDPAT,ahunger3,SRE,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCDPAT,ahunger3,SRM,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCI,ahunger3,Complete Section,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCI,ahunger3,SR1,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCI,ahunger3,SRE,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCI,ahunger3,SRM,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCILAC,ahunger3,Complete Section,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCILAC,ahunger3,SR1,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCILAC,ahunger3,SRE,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCILAC,ahunger3,SRM,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCIPAT,ahunger3,Complete Section,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCIPAT,ahunger3,SR1,Assembly,sub-assembly hanger,2,0.5,1,,,,,,,,
SCIPAT,ahunger3,SRE,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
SCIPAT,ahunger3,SRM,Assembly,sub-assembly hanger,1,0.5,0.5,,,,,,,,
WBDLED,ahunger1,Complete Section,Assembly,Clip sub-assy hanger,2,0.62,1.24,,,,,,,,
WBDLED,ahunger1,SR1,Assembly,Clip sub-assy hanger,2,0.62,1.24,,,,,,,,
WBDLED,ahunger1,SRE,Assembly,Clip sub-assy hanger,1,0.62,0.62,,,,,,,,
WBDLED,ahunger1,SRM,Assembly,Clip sub-assy hanger,1,0.62,0.62,,,,,,,,
WBDLED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
WBDLED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
WBDLED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
WBDLED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
WBILED,ahunger1,Complete Section,Assembly,Clip sub-assy hanger,2,0.62,1.24,,,,,,,,
WBILED,ahunger1,SR1,Assembly,Clip sub-assy hanger,2,0.62,1.24,,,,,,,,
WBILED,ahunger1,SRE,Assembly,Clip sub-assy hanger,1,0.62,0.62,,,,,,,,
WBILED,ahunger1,SRM,Assembly,Clip sub-assy hanger,1,0.62,0.62,,,,,,,,
WBILED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
WBILED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
WBILED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
WBILED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
B6DILED,ahunger1,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
B6DILED,ahunger1,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
B6DILED,ahunger1,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
B6DILED,ahunger1,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
LTLED,ahunger4,Complete Section,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
LTLED,ahunger4,SR1,Subassembly Hangers,sub-assembly hanger,2,0.5,1,,,,,,,,
LTLED,ahunger4,SRE,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
LTLED,ahunger4,SRM,Subassembly Hangers,sub-assembly hanger,1,0.5,0.5,,,,,,,,
STC30,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC31,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC32,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STCO,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STD,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFC,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFD,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFI,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STI,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STIA,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STM,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO20,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO21,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO22,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO23,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO24,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC50,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC52,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC53,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO40,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO41,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO42,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO43,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO44,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO50,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO51,ahunger8,SR1,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC30,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STC31,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STC32,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STCO,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STD,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFC,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFD,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STFI,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STI,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STIA,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STM,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO20,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO21,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO22,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO23,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STO24,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC50,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC52,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPC53,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO40,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO41,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO42,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO43,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO44,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO50,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STPO51,ahunger8,SR1,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STC30,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC31,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC32,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STCO,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STD,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFC,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFD,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STFI,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STI,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STIA,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STM,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO20,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO21,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO22,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO23,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STO24,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC50,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC52,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPC53,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO40,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO41,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO42,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO43,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO44,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO50,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STPO51,ahunger8,SRM,Assembly,screw hub cover with 2 screws,1,0.25,0.25,,,,,,,,
STC30,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STC31,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STC32,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
STCO,ahunger8,SRM,Assembly,"pass power cord into cover, screw hub cover",1,0.75,0.75,,,,,,,,
