Cartridge/Board,Description,Work Center,Type,ID,Task,Qty,Unit Time,Total Time,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C5-2,9,Handling,1,0.56,0.56,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-1,1,Test,1,1.24,1.24,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-1,2,Screw board on cartridge 2ft,1,0.377333333,0.377333333,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-1,3,Screw board on cartridge 1ft,0,0.251555556,0,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-1,4,Screw board on cartridge 2'',0,0.125777778,0,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-1,5,Cut reflector,1,1.11,1.11,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-1,6,Plug 2 boards,0,0.2785,0,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-1,7,Total of screw,3,0.2,0.6,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-1,8,Apply 2 type labels,1,0.4,0.4,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-1,9,Handling,1,0.56,0.56,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-2,1,Test,2,1.24,2.48,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-2,2,Screw board on cartridge 2ft,2,0.377333333,0.754666667,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-2,3,Screw board on cartridge 1ft,0,0.251555556,0,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-2,4,Screw board on cartridge 2'',0,0.125777778,0,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-2,5,Cut reflector,0,1.11,0,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-2,6,Plug 2 boards,1,0.2785,0.2785,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-2,7,Total of screw,6,0.2,1.2,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-2,8,Apply 2 type labels,1,0.4,0.4,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C6-2,9,Handling,1,0.56,0.56,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-1,1,Test,2,1.24,2.48,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-1,2,Screw board on cartridge 2ft,1,0.377333333,0.377333333,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-1,3,Screw board on cartridge 1ft,1,0.251555556,0.251555556,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-1,4,Screw board on cartridge 2'',0,0.125777778,0,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-1,5,Cut reflector,0,1.11,0,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-1,6,Plug 2 boards,1,0.2785,0.2785,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-1,7,Total of screw,5,0.2,1,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-1,8,Apply 2 type labels,1,0.4,0.4,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-1,9,Handling,1,0.56,0.56,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-2,1,Test,3,1.24,3.72,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-2,2,Screw board on cartridge 2ft,1,0.377333333,0.377333333,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-2,3,Screw board on cartridge 1ft,2,0.251555556,0.503111111,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-2,4,Screw board on cartridge 2'',0,0.125777778,0,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-2,5,Cut reflector,0,1.11,0,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-2,6,Plug 2 boards,2,0.2785,0.557,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-2,7,Total of screw,7,0.2,1.4,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-2,8,Apply 2 type labels,1,0.4,0.4,,,,,,,
boardsculpt,direct/indirect,Subassembly LED,C7-2,9,Handling,1,0.56,0.56,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-1,1,Test,2,0.62,1.24,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-1,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-1,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-1,4,Screw board on cartridge 2'',1,0.062888889,0.062888889,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-1,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-1,6,Plug 2 boards,1,0.13925,0.13925,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-1,7,Total of screw,3,0.1,0.3,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-1,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-1,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-10,1,Test,7,0.62,4.34,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-10,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-10,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-10,4,Screw board on cartridge 2'',5,0.062888889,0.314444444,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-10,5,Cut reflector,1,0.555,0.555,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-10,6,Plug 2 boards,6,0.13925,0.8355,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-10,7,Total of screw,9,0.1,0.9,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-10,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-10,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-11,1,Test,4,0.62,2.48,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-11,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-11,3,Screw board on cartridge 1ft,3,0.125777778,0.377333333,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-11,4,Screw board on cartridge 2'',1,0.062888889,0.062888889,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-11,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-11,6,Plug 2 boards,3,0.13925,0.41775,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-11,7,Total of screw,7,0.1,0.7,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-11,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-11,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-12,1,Test,5,0.62,3.1,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-12,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-12,3,Screw board on cartridge 1ft,3,0.125777778,0.377333333,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-12,4,Screw board on cartridge 2'',2,0.062888889,0.125777778,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-12,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-12,6,Plug 2 boards,4,0.13925,0.557,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-12,7,Total of screw,8,0.1,0.8,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-12,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-12,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-13,1,Test,6,0.62,3.72,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-13,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-13,3,Screw board on cartridge 1ft,3,0.125777778,0.377333333,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-13,4,Screw board on cartridge 2'',3,0.062888889,0.188666667,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-13,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-13,6,Plug 2 boards,5,0.13925,0.69625,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-13,7,Total of screw,9,0.1,0.9,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-13,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-13,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-14,1,Test,7,0.62,4.34,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-14,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-14,3,Screw board on cartridge 1ft,3,0.125777778,0.377333333,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-14,4,Screw board on cartridge 2'',4,0.062888889,0.251555556,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-14,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-14,6,Plug 2 boards,6,0.13925,0.8355,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-14,7,Total of screw,10,0.1,1,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-14,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-14,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-15,1,Test,8,0.62,4.96,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-15,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-15,3,Screw board on cartridge 1ft,3,0.125777778,0.377333333,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-15,4,Screw board on cartridge 2'',5,0.062888889,0.314444444,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-15,5,Cut reflector,1,0.555,0.555,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-15,6,Plug 2 boards,7,0.13925,0.97475,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-15,7,Total of screw,11,0.1,1.1,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-15,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-15,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-16,1,Test,4,0.62,2.48,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-16,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-16,3,Screw board on cartridge 1ft,4,0.125777778,0.503111111,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-16,4,Screw board on cartridge 2'',0,0.062888889,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-16,5,Cut reflector,1,0.555,0.555,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-16,6,Plug 2 boards,3,0.13925,0.41775,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-16,7,Total of screw,8,0.1,0.8,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-16,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-16,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-17,1,Test,5,0.62,3.1,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-17,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-17,3,Screw board on cartridge 1ft,4,0.125777778,0.503111111,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-17,4,Screw board on cartridge 2'',1,0.062888889,0.062888889,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-17,5,Cut reflector,1,0.555,0.555,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-17,6,Plug 2 boards,4,0.13925,0.557,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-17,7,Total of screw,9,0.1,0.9,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-17,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-17,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-18,1,Test,6,0.62,3.72,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-18,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-18,3,Screw board on cartridge 1ft,4,0.125777778,0.503111111,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-18,4,Screw board on cartridge 2'',2,0.062888889,0.125777778,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-18,5,Cut reflector,1,0.555,0.555,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-18,6,Plug 2 boards,5,0.13925,0.69625,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-18,7,Total of screw,10,0.1,1,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-18,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-18,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-19,1,Test,7,0.62,4.34,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-19,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-19,3,Screw board on cartridge 1ft,4,0.125777778,0.503111111,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-19,4,Screw board on cartridge 2'',3,0.062888889,0.188666667,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-19,5,Cut reflector,1,0.555,0.555,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-19,6,Plug 2 boards,6,0.13925,0.8355,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-19,7,Total of screw,11,0.1,1.1,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-19,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-19,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-2,1,Test,3,0.62,1.86,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-2,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-2,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-2,4,Screw board on cartridge 2'',2,0.062888889,0.125777778,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-2,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-2,6,Plug 2 boards,2,0.13925,0.2785,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-2,7,Total of screw,4,0.1,0.4,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-2,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-2,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-20,1,Test,8,0.62,4.96,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-20,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-20,3,Screw board on cartridge 1ft,4,0.125777778,0.503111111,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-20,4,Screw board on cartridge 2'',4,0.062888889,0.251555556,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-20,5,Cut reflector,1,0.555,0.555,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-20,6,Plug 2 boards,7,0.13925,0.97475,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-20,7,Total of screw,12,0.1,1.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-20,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-20,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-21,1,Test,9,0.62,5.58,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-21,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-21,3,Screw board on cartridge 1ft,4,0.125777778,0.503111111,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-21,4,Screw board on cartridge 2'',5,0.062888889,0.314444444,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-21,5,Cut reflector,0,0.555,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-21,6,Plug 2 boards,8,0.13925,1.114,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-21,7,Total of screw,13,0.1,1.3,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-21,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-21,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-3,1,Test,4,0.62,2.48,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-3,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-3,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-3,4,Screw board on cartridge 2'',3,0.062888889,0.188666667,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-3,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-3,6,Plug 2 boards,3,0.13925,0.41775,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-3,7,Total of screw,5,0.1,0.5,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-3,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-3,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-4,1,Test,5,0.62,3.1,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-4,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-4,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-4,4,Screw board on cartridge 2'',4,0.062888889,0.251555556,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-4,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-4,6,Plug 2 boards,4,0.13925,0.557,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-4,7,Total of screw,6,0.1,0.6,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-4,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-4,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-5,1,Test,6,0.62,3.72,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-5,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-5,3,Screw board on cartridge 1ft,1,0.125777778,0.125777778,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-5,4,Screw board on cartridge 2'',5,0.062888889,0.314444444,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-5,5,Cut reflector,1,0.555,0.555,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-5,6,Plug 2 boards,5,0.13925,0.69625,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-5,7,Total of screw,7,0.1,0.7,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-5,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-5,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-6,1,Test,3,0.62,1.86,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-6,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-6,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-6,4,Screw board on cartridge 2'',1,0.062888889,0.062888889,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-6,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-6,6,Plug 2 boards,2,0.13925,0.2785,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-6,7,Total of screw,5,0.1,0.5,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-6,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-6,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-7,1,Test,4,0.62,2.48,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-7,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-7,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-7,4,Screw board on cartridge 2'',2,0.062888889,0.125777778,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-7,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-7,6,Plug 2 boards,3,0.13925,0.41775,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-7,7,Total of screw,6,0.1,0.6,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-7,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-7,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-8,1,Test,5,0.62,3.1,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-8,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-8,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-8,4,Screw board on cartridge 2'',3,0.062888889,0.188666667,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-8,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-8,6,Plug 2 boards,4,0.13925,0.557,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-8,7,Total of screw,7,0.1,0.7,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-8,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-8,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-9,1,Test,6,0.62,3.72,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-9,2,Screw board on cartridge 2ft,0,0.188666667,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-9,3,Screw board on cartridge 1ft,2,0.125777778,0.251555556,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-9,4,Screw board on cartridge 2'',4,0.062888889,0.251555556,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-9,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-9,6,Plug 2 boards,5,0.13925,0.69625,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-9,7,Total of screw,8,0.1,0.8,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-9,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C1-9,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-1,1,Test,2,0.62,1.24,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-1,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-1,3,Screw board on cartridge 1ft,0,0.125777778,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-1,4,Screw board on cartridge 2'',1,0.062888889,0.062888889,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-1,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-1,6,Plug 2 boards,1,0.13925,0.13925,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-1,7,Total of screw,4,0.1,0.4,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-1,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-1,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-10,1,Test,7,0.62,4.34,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-10,2,Screw board on cartridge 2ft,2,0.188666667,0.377333333,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-10,3,Screw board on cartridge 1ft,0,0.125777778,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-10,4,Screw board on cartridge 2'',5,0.062888889,0.314444444,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-10,5,Cut reflector,0,0.555,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-10,6,Plug 2 boards,6,0.13925,0.8355,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-10,7,Total of screw,11,0.1,1.1,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-10,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-10,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-2,1,Test,3,0.62,1.86,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-2,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-2,3,Screw board on cartridge 1ft,0,0.125777778,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-2,4,Screw board on cartridge 2'',2,0.062888889,0.125777778,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-2,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-2,6,Plug 2 boards,2,0.13925,0.2785,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-2,7,Total of screw,5,0.1,0.5,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-2,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-2,9,Handling,1,0.28,0.28,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-3,1,Test,4,0.62,2.48,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-3,2,Screw board on cartridge 2ft,1,0.188666667,0.188666667,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-3,3,Screw board on cartridge 1ft,0,0.125777778,0,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-3,4,Screw board on cartridge 2'',3,0.062888889,0.188666667,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-3,5,Cut reflector,2,0.555,1.11,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-3,6,Plug 2 boards,3,0.13925,0.41775,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-3,7,Total of screw,6,0.1,0.6,,,,,,,
boardsculpt,indirect,Subassembly LED,C2-3,8,Apply 2 type labels,1,0.2,0.2,,,,,,,
