 Product ID , Description , Work Center , Option , Activity , Total Time (min) 
 BASS , - , Saw , saw1d , set-up ,0
 BASW , - , Saw , saw1d , set-up ,0
 BASWA , - , Saw , saw1d , set-up ,0
 CU , - , Saw , saw1d , set-up ,0
 CUA , - , Saw , saw1d , set-up ,0
 CUB , - , Saw , saw1d , set-up ,0
 CUBA , - , Saw , saw1d , set-up ,0
 CUBS , - , Saw , saw1d , set-up ,0
 CUBW , - , Saw , saw1d , set-up ,0
 CUBWA , - , Saw , saw1d , set-up ,0
 CUS , - , Saw , saw1d , set-up ,0
 CUW , - , Saw , saw1d , set-up ,0
 CUWA , - , Saw , saw1d , set-up ,0
 L2 , - , Saw , saw1d , set-up ,0
 L2A , - , Saw , saw1d , set-up ,0
 L2S , - , Saw , saw1d , set-up ,0
 L2W , - , Saw , saw1d , set-up ,0
 L2WA , - , Saw , saw1d , set-up ,0
 LT , - , Saw , saw1d , set-up ,0
 LTA , - , Saw , saw1d , set-up ,0
 LTW , - , Saw , saw1d , set-up ,0
 LTWA , - , Saw , saw1d , set-up ,0
 SLW , - , Saw , saw1d , set-up ,0
 SLWLED , - , Saw , saw1d , set-up ,0
 SU , - , Saw , saw1d , set-up ,0
 SUA , - , Saw , saw1d , set-up ,0
 SUS , - , Saw , saw1d , set-up ,0
 SUW , - , Saw , saw1d , set-up ,0
 SUWA , - , Saw , saw1d , set-up ,0
 TWC , - , Saw , saw1d , set-up ,0
 TWCW , - , Saw , saw1d , set-up ,0
 TWO , - , Saw , saw1d , set-up ,0
 TWOW , - , Saw , saw1d , set-up ,0
 TWR , - , Saw , saw1d , set-up ,0
 TWRLED , - , Saw , saw1d , set-up ,0
 TWRW , - , Saw , saw1d , set-up ,0
 TWRWLED , - , Saw , saw1d , set-up ,0
 SOL , - , Saw , saw1e , set-up ,0
 SOLS , - , Saw , saw1e , set-up ,0
 SOLW , - , Saw , saw1e , set-up ,0
 SL , - , Saw , saw1f , set-up ,3
 SL2HLED , - , Saw , saw1f , set-up ,3
 SL2LLED , - , Saw , saw1f , set-up ,3
 SLLED , - , Saw , saw1f , set-up ,3
 PICD , - , Saw , saw1g , set-up ,0
 PICI , - , Saw , saw1g , set-up ,0
 PICR , - , Saw , saw1g , set-up ,0
 PICWD , - , Saw , saw1g , set-up ,0
 PICWI , - , Saw , saw1g , set-up ,0
 PICWR , - , Saw , saw1g , set-up ,0
 PMD , - , Saw , saw1g , set-up ,0
 PMI , - , Saw , saw1g , set-up ,0
 PMR , - , Saw , saw1g , set-up ,0
 PMRLED , - , Saw , saw1g , set-up ,0
 PMWD , - , Saw , saw1g , set-up ,0
 PMWI , - , Saw , saw1g , set-up ,0
 PMWR , - , Saw , saw1g , set-up ,0
 FL , - , Saw , saw1h , set-up ,0
 FLW , - , Saw , saw1h , set-up ,0
 B6R , Spackle Flange , Saw , saw2a , set-up ,0
 B6R , With Flanges , Saw , saw2a , set-up ,0
 B6RLED , With Flanges , Saw , saw2a , set-up ,0
 B6RLEDPAT , With Flanges , Saw , saw2a , set-up ,0
 B6RPAT , Spackle Flange , Saw , saw2a , set-up ,0
 B6RPAT , With Flanges , Saw , saw2a , set-up ,0
 B6RV , Spackle Flange , Saw , saw2a , set-up ,0
 B6RV , With Flanges , Saw , saw2a , set-up ,0
 B6RVLED , With Flanges , Saw , saw2a , set-up ,0
 BBR , Spackle Flange , Saw , saw2a , set-up ,0
 BBR , With Flanges , Saw , saw2a , set-up ,0
 BBRLED , With Flanges , Saw , saw2a , set-up ,0
 BBRLEDPAT , With Flanges , Saw , saw2a , set-up ,0
 BBRPAT , Spackle Flange , Saw , saw2a , set-up ,0
 BBRPAT , With Flanges , Saw , saw2a , set-up ,0
 BBRV , Spackle Flange , Saw , saw2a , set-up ,0
 BBRV , With Flanges , Saw , saw2a , set-up ,0
 BBRVLED , With Flanges , Saw , saw2a , set-up ,0
 BMR , Spackle Flange , Saw , saw2a , set-up ,0
 BMR , With Flanges , Saw , saw2a , set-up ,0
 BMRLED , With Flanges , Saw , saw2a , set-up ,0
 BMRLEDPAT , With Flanges , Saw , saw2a , set-up ,0
 BMRPAT , Spackle Flange , Saw , saw2a , set-up ,0
 BMRPAT , With Flanges , Saw , saw2a , set-up ,0
 BMRV , Spackle Flange , Saw , saw2a , set-up ,0
 BMRV , With Flanges , Saw , saw2a , set-up ,0
 BMRVLED , With Flanges , Saw , saw2a , set-up ,0
 BR , With Flanges , Saw , saw2a , set-up ,0
 BRLED , With Flanges , Saw , saw2a , set-up ,0
 BRLEDPAT , With Flanges , Saw , saw2a , set-up ,0
 BRPAT , With Flanges , Saw , saw2a , set-up ,0
 BRV , With Flanges , Saw , saw2a , set-up ,0
 BRVLED , With Flanges , Saw , saw2a , set-up ,0
 D5 , B , Saw , saw2b , set-up ,0
 D5 , BC , Saw , saw2b , set-up ,0
 D5S , B , Saw , saw2b , set-up ,0
 D5S , BC , Saw , saw2b , set-up ,0
 D5W , B , Saw , saw2b , set-up ,0
 D5W , BC , Saw , saw2b , set-up ,0
 PMD , - , Saw , saw2b , set-up ,0
 PMI , - , Saw , saw2b , set-up ,0
 PMR , - , Saw , saw2b , set-up ,0
 PMRLED , - , Saw , saw2b , set-up ,0
 PMWD , - , Saw , saw2b , set-up ,0
 PMWI , - , Saw , saw2b , set-up ,0
 PMWR , - , Saw , saw2b , set-up ,0
 101CS , - , Saw , saw2c , set-up ,0.3
 202CS , - , Saw , saw2c , set-up ,0.3
 BASS , - , Saw , saw2c , set-up ,0.3
 CUBS , - , Saw , saw2c , set-up ,0.3
 CUS , - , Saw , saw2c , set-up ,0.3
 L2S , - , Saw , saw2c , set-up ,0.3
 RAY3 , Flangeless , Saw , saw2c , set-up ,0.3
 RAY3 , Spackle Flange , Saw , saw2c , set-up ,0.3
 RAY3P , - , Saw , saw2c , set-up ,0.3
 RAY3W , - , Saw , saw2c , set-up ,0.3
 RAY4 , Flangeless , Saw , saw2c , set-up ,0.3
 RAY4 , Spackle Flange , Saw , saw2c , set-up ,0.3
 RAY4P , - , Saw , saw2c , set-up ,0.3
 RAY4S , - , Saw , saw2c , set-up ,0.3
 RAY4W , - , Saw , saw2c , set-up ,0.3
 RAY6 , Flangeless , Saw , saw2c , set-up ,0.3
 RAY6 , Spackle Flange , Saw , saw2c , set-up ,0.3
 RAY6P , - , Saw , saw2c , set-up ,0.3
 RAY6S , - , Saw , saw2c , set-up ,0.3
 RAY6W , - , Saw , saw2c , set-up ,0.3
 RAY8 , Flangeless , Saw , saw2c , set-up ,0.3
 RAY8 , Spackle Flange , Saw , saw2c , set-up ,0.3
 RAY8P , - , Saw , saw2c , set-up ,0.3
 RAY8S , - , Saw , saw2c , set-up ,0.3
 RAY8W , - , Saw , saw2c , set-up ,0.3
 SUS , - , Saw , saw2c , set-up ,0.3
 SK , - , Saw , saw2d , set-up ,0
 EL , - , Saw , saw2e , set-up ,1
 ELS , - , Saw , saw2e , set-up ,1
 ELW , - , Saw , saw2e , set-up ,1
 PMD , - , Saw , saw2e , set-up ,1
 PMI , - , Saw , saw2e , set-up ,1
 PMR , - , Saw , saw2e , set-up ,1
 PMRLED , - , Saw , saw2e , set-up ,1
 PMWD , - , Saw , saw2e , set-up ,1
 PMWI , - , Saw , saw2e , set-up ,1
 PMWR , - , Saw , saw2e , set-up ,1
 101CW , - , Saw , saw2f , set-up ,1
 101CWA , - , Saw , saw2f , set-up ,1
 101FW , - , Saw , saw2f , set-up ,1
 202CW , - , Saw , saw2f , set-up ,1
 202CWA , - , Saw , saw2f , set-up ,1
 202FW , - , Saw , saw2f , set-up ,1
 202FWA , - , Saw , saw2f , set-up ,1
 ARCW , - , Saw , saw2f , set-up ,1
 ARCWA , - , Saw , saw2f , set-up ,1
 BASW , - , Saw , saw2f , set-up ,1
 BASWA , - , Saw , saw2f , set-up ,1
 CUBW , - , Saw , saw2f , set-up ,1
 CUBWA , - , Saw , saw2f , set-up ,1
 CUW , - , Saw , saw2f , set-up ,1
 CUWA , - , Saw , saw2f , set-up ,1
 L2W , - , Saw , saw2f , set-up ,1
 L2WA , - , Saw , saw2f , set-up ,1
 LTW , - , Saw , saw2f , set-up ,1
 LTWA , - , Saw , saw2f , set-up ,1
 SLW , - , Saw , saw2f , set-up ,1
 SLWLED , - , Saw , saw2f , set-up ,1
 SUW , - , Saw , saw2f , set-up ,1
 SUWA , - , Saw , saw2f , set-up ,1
 TWCW , - , Saw , saw2f , set-up ,1
 TWOW , - , Saw , saw2f , set-up ,1
 TWRW , - , Saw , saw2f , set-up ,1
 TWRWLED , - , Saw , saw2f , set-up ,1
