,,,,,,,,,,,,,,,,,,,,,,,,System Run Circuit,,,,,,,,,Length (feet),Cartridge 1 SR1
,,,,,,,,,,,fluorescent,direct/indirect,2,4,2,fluorescentdirect/indirect224,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,4,3,fluorescentdirect/indirect234,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,4,4,fluorescentdirect/indirect244,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,4,5,fluorescentdirect/indirect254,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,8,1,fluorescentdirect/indirect218,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,8,2,fluorescentdirect/indirect228,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,8,3,fluorescentdirect/indirect238,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,8,4,fluorescentdirect/indirect248,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,8,5,fluorescentdirect/indirect258,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,12,1,fluorescentdirect/indirect2112,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,12,2,fluorescentdirect/indirect2212,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,12,3,fluorescentdirect/indirect2312,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,12,4,fluorescentdirect/indirect2412,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct/indirect,2,12,5,fluorescentdirect/indirect2512,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,4,1,fluorescentdirect2A/B14,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,4,2,fluorescentdirect2A/B24,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,4,3,fluorescentdirect2A/B34,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,4,4,fluorescentdirect2A/B44,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,8,1,fluorescentdirect2A/B18,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,8,2,fluorescentdirect2A/B28,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,8,3,fluorescentdirect2A/B38,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,8,4,fluorescentdirect2A/B48,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,12,1,fluorescentdirect2A/B112,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,12,2,fluorescentdirect2A/B212,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,12,3,fluorescentdirect2A/B312,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,direct,2A/B,12,4,fluorescentdirect2A/B412,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,4,1,fluorescentindirect2A/B14,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,4,2,fluorescentindirect2A/B24,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,4,3,fluorescentindirect2A/B34,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,4,4,fluorescentindirect2A/B44,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,8,1,fluorescentindirect2A/B18,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,8,2,fluorescentindirect2A/B28,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,8,3,fluorescentindirect2A/B38,3,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,8,4,fluorescentindirect2A/B48,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,12,1,fluorescentindirect2A/B112,2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,12,2,fluorescentindirect2A/B212,4,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,12,3,fluorescentindirect2A/B312,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fluorescent,indirect,2A/B,12,4,fluorescentindirect2A/B412,6,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
