 Product ID , Description , Work Center , Option , Position , Activity , Length , Qty , Unit Time (min) , Total Time (min) 
SOLW,-,Brake,misc,1,bend 2 end brackets,4,1,1,1
SOLW,-,Brake,misc,2,cut middle end brackey,4,1,0,0
SOLW,-,Brake,misc,1,bend 2 end brackets,8,1,1,1
SOLW,-,Brake,misc,2,cut middle end brackey,8,1,0.5,0.5
SOLW,-,Brake,misc,1,bend 2 end brackets,12,1,1,1
SOLW,-,Brake,misc,2,cut middle end brackey,12,1,1,1
AR,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
AR,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
AR,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
ARLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
ARLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
ARLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
ARS,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
ARS,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
ARS,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
ARSLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
ARSLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
ARSLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
ARW,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
ARW,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
ARW,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
ARWBT,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
ARWBT,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
ARWBT,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
ARWBTLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
ARWBTLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
ARWBTLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
ARWLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
ARWLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
ARWLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
ARWLEDBT,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
ARWLEDBT,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
ARWLEDBT,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
B2SQDLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
B2SQDLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
B2SQDLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
B2SQILED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
B2SQILED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
B2SQILED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
B2SQSLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
B2SQSLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
B2SQSLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
B2SQWDLED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B2SQWDLED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B2SQWDLED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B2SQWILED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B2SQWILED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B2SQWILED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B6W,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B6W,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B6W,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B6WD,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B6WD,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B6WD,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B6WDLED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B6WDLED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B6WDLED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B6WDLEDPAT,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B6WDLEDPAT,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B6WDLEDPAT,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B6WDPAT,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B6WDPAT,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B6WDPAT,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B6WI,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B6WI,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B6WI,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B6WILED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B6WILED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B6WILED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B6WILEDPAT,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B6WILEDPAT,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B6WILEDPAT,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B6WIPAT,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B6WIPAT,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B6WIPAT,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B6WLEDPAT,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B6WLEDPAT,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B6WLEDPAT,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
B6WPAT,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
B6WPAT,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
B6WPAT,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BBW,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BBW,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BBW,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BBWD,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BBWD,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BBWD,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BBWDILED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BBWDILED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BBWDILED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BBWDLED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BBWDLED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BBWDLED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BBWDLEDPAT,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BBWDLEDPAT,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BBWDLEDPAT,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BBWDPAT,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BBWDPAT,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BBWDPAT,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BBWI,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BBWI,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BBWI,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BBWILED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BBWILED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BBWILED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BBWILEDPAT,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BBWILEDPAT,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BBWILEDPAT,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BBWIPAT,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BBWIPAT,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BBWIPAT,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BBWLEDPAT,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BBWLEDPAT,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BBWLEDPAT,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BD,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BD,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BD,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BDIW,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BDIW,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BDIW,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BDLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BDLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BDLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BDLEDPAT,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BDLEDPAT,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BDLEDPAT,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BDPAT,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BDPAT,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BDPAT,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BI,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BI,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BI,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BILED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BILED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BILED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BILEDPAT,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BILEDPAT,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BILEDPAT,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BIPAT,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BIPAT,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BIPAT,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BLEDPAT,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BLEDPAT,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BLEDPAT,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BMWD,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BMWD,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BMWD,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BMWDLED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BMWDLED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BMWDLED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BMWI,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BMWI,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BMWI,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BMWILED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BMWILED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BMWILED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BMWLED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BMWLED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BMWLED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BMWV,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BMWV,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BMWV,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BMWVLED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BMWVLED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BMWVLED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BR,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BR,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BR,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BR,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BR,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BR,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BR,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BR,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BR,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRLED,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRLED,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRLED,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRLED,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRLED,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRLED,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRLED,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRLED,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRLED,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRLEDPAT,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRLEDPAT,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRLEDPAT,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRLEDPAT,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRLEDPAT,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRLEDPAT,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRLEDPAT,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRLEDPAT,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRLEDPAT,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRPAT,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRPAT,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRPAT,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRPAT,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRPAT,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRPAT,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRPAT,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRPAT,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRPAT,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRV,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRV,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRV,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRV,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRV,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRV,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRV,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRV,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRV,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRVLED,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRVLED,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRVLED,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
BRVLED,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRVLED,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRVLED,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
BRVLED,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRVLED,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BRVLED,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
BS,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BS,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BS,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BSLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BSLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BSLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BSLEDPAT,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BSLEDPAT,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BSLEDPAT,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BSPAT,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
BSPAT,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
BSPAT,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
BWD,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BWD,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BWD,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BWDLED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BWDLED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BWDLED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BWI,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BWI,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BWI,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BWILED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BWILED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BWILED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BWV,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BWV,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BWV,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
BWVLED,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
BWVLED,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
BWVLED,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
CCH,-,CNC,cncp12,1,CNC Time,12,1,4.11,4.11
CCH,-,CNC,cncp4,1,CNC Time,4,1,1.87,1.87
CCH,-,CNC,cncp8,1,CNC Time,8,1,1.87,1.87
CCHPAT,-,CNC,cncp12,1,CNC Time,12,1,4.11,4.11
CCHPAT,-,CNC,cncp4,1,CNC Time,4,1,1.87,1.87
CCHPAT,-,CNC,cncp8,1,CNC Time,8,1,1.87,1.87
CCL,-,CNC,cncp12,1,CNC Time,12,1,4.11,4.11
CCL,-,CNC,cncp4,1,CNC Time,4,1,1.87,1.87
CCL,-,CNC,cncp8,1,CNC Time,8,1,1.87,1.87
CCLPAT,-,CNC,cncp12,1,CNC Time,12,1,4.11,4.11
CCLPAT,-,CNC,cncp4,1,CNC Time,4,1,1.87,1.87
CCLPAT,-,CNC,cncp8,1,CNC Time,8,1,1.87,1.87
CCWH,-,CNC,cncp12,1,CNC Time,12,1,4.11,4.11
CCWH,-,CNC,cncp4,1,CNC Time,4,1,1.87,1.87
CCWH,-,CNC,cncp8,1,CNC Time,8,1,1.87,1.87
CCWL,-,CNC,cncp12,1,CNC Time,12,1,4.11,4.11
CCWL,-,CNC,cncp4,1,CNC Time,4,1,1.87,1.87
CCWL,-,CNC,cncp8,1,CNC Time,8,1,1.87,1.87
CLKLED,-,CNC,cncq12,1,CNC Time,12,1,3.1,3.1
CLKLED,-,CNC,cncq8,1,CNC Time,8,1,2.27,2.27
CLKLED,-,CNC,cncq4,1,CNC Time,4,1,1.6,1.6
D5W,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
D5W,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
D5W,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
ELW,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
ELW,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
ELW,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
GPLED,-,CNC,cncg12,1,CNC Time,12,1,3.33,3.33
GPLED,-,CNC,cncg8,1,CNC Time,8,1,2.91,2.91
GPLED,-,CNC,cncg4,1,CNC Time,4,1,2.68,2.68
GPRLED,-,CNC,cncg12,1,CNC Time,12,1,3.33,3.33
GPRLED,-,CNC,cncg8,1,CNC Time,8,1,2.91,2.91
GPRLED,-,CNC,cncg4,1,CNC Time,4,1,2.68,2.68
MB,-,CNC,cncd12,1,CNC Time,12,1,1.27,1.27
MB,-,CNC,cncd8,1,CNC Time,8,1,1.07,1.07
MB,-,CNC,cncd4,1,CNC Time,4,1,0.87,0.87
MBLED,-,CNC,cncd12,1,CNC Time,12,1,1.27,1.27
MBLED,-,CNC,cncd8,1,CNC Time,8,1,1.07,1.07
MBLED,-,CNC,cncd4,1,CNC Time,4,1,0.87,0.87
MBS,-,CNC,cncd12,1,CNC Time,12,1,1.27,1.27
MBS,-,CNC,cncd8,1,CNC Time,8,1,1.07,1.07
MBS,-,CNC,cncd4,1,CNC Time,4,1,0.87,0.87
MBSLED,-,CNC,cncd12,1,CNC Time,12,1,1.27,1.27
MBSLED,-,CNC,cncd8,1,CNC Time,8,1,1.07,1.07
MBSLED,-,CNC,cncd4,1,CNC Time,4,1,0.87,0.87
MBW,-,CNC,cncd12,1,CNC Time,12,1,1.27,1.27
MBW,-,CNC,cncd8,1,CNC Time,8,1,1.07,1.07
MBW,-,CNC,cncd4,1,CNC Time,4,1,0.87,0.87
MBWLED,-,CNC,cncd12,1,CNC Time,12,1,1.27,1.27
MBWLED,-,CNC,cncd8,1,CNC Time,8,1,1.07,1.07
MBWLED,-,CNC,cncd4,1,CNC Time,4,1,0.87,0.87
MBWV,-,CNC,cncd12,1,CNC Time,12,1,1.27,1.27
MBWV,-,CNC,cncd8,1,CNC Time,8,1,1.07,1.07
MBWV,-,CNC,cncd4,1,CNC Time,4,1,0.87,0.87
MBWVLED,-,CNC,cncd12,1,CNC Time,12,1,1.27,1.27
MBWVLED,-,CNC,cncd8,1,CNC Time,8,1,1.07,1.07
MBWVLED,-,CNC,cncd4,1,CNC Time,4,1,0.87,0.87
PICD,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PICD,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PICD,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PICR,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PICR,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PICR,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PMD,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PMD,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PMD,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PMR,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PMR,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PMR,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PMRLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PMRLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PMRLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PR,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PR,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PR,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PRLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PRLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PRLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PRS,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PRS,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PRS,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PRSLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PRSLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PRSLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PRW,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PRW,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PRW,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PRWLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PRWLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PRWLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PW,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PW,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PW,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PWLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PWLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PWLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PWS,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PWS,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PWS,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PWSLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PWSLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PWSLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PWW,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PWW,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PWW,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
PWWLED,-,CNC,cncf8,1,CNC Time,8,1,1.35,1.35
PWWLED,-,CNC,cncf12,1,CNC Time,12,1,1.35,1.35
PWWLED,-,CNC,cncf4,1,CNC Time,4,1,0.52,0.52
RAY3,-,CNC,cnca4,1,CNC Time,4,1,3.92,3.92
RAY3,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
RAY3,-,CNC,cnca12,1,CNC Time,12,1,3.92,3.92
RAY3,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
RAY3,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
RAY3,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
RAY3,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
RAY3,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
RAY3,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
RAY3P,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
RAY3P,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
RAY3P,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
RAY3S,-,CNC,cncb4,1,CNC Time,4,1,1.78,1.78
RAY3S,-,CNC,cncb8,1,CNC Time,8,1,1.78,1.78
RAY3S,-,CNC,cncb12,1,CNC Time,12,1,1.78,1.78
RAY3W,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
RAY3W,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
RAY3W,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
RAY4W,-,CNC,cnca8,1,CNC Time,8,1,1.96,1.96
RAY4W,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
RAY4W,-,CNC,cnca12,1,CNC Time,12,1,1.96,1.96
RAY6,-,CNC,cnca4,1,CNC Time,4,1,1.96,1.96
