Product ID,Fixture,Work Center,Option,Length,ID,Task,Time (min)
MB,pendant,Assembly,ascrewr8,12,4,Place middle ballast cover on extrusion,1.11
MB,pendant,Assembly,ascrewr8,12,5,Fix it with 2 m/c screws,1.26
MBLED,pendant,Assembly,ascrewr1,4,1,Place wires,0.15
MBLED,pendant,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
MBLED,pendant,Assembly,ascrewr1,8,1,Place wires,0.5
MBLED,pendant,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
MBLED,pendant,Assembly,ascrewr1,12,1,Place wires,0.75
MBLED,pendant,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
MBS,surface,Assembly,ascrewr8,4,2,Clip 2 end ballast covers on extrusion,0.4
MBS,surface,Assembly,ascrewr8,4,3,Clip double cover on extrusion,0
MBS,surface,Assembly,ascrewr8,4,4,Place middle ballast cover on extrusion,0.37
MBS,surface,Assembly,ascrewr8,4,5,Fix it with 2 m/c screws,0.42
MBS,surface,Assembly,ascrewr8,8,2,Clip 2 end ballast covers on extrusion,0.4
MBS,surface,Assembly,ascrewr8,8,3,Clip double cover on extrusion,0.3
MBS,surface,Assembly,ascrewr8,8,4,Place middle ballast cover on extrusion,0.74
MBS,surface,Assembly,ascrewr8,8,5,Fix it with 2 m/c screws,0.84
MBS,surface,Assembly,ascrewr8,12,2,Clip 2 end ballast covers on extrusion,0.4
MBS,surface,Assembly,ascrewr8,12,3,Clip double cover on extrusion,0.6
MBS,surface,Assembly,ascrewr8,12,4,Place middle ballast cover on extrusion,1.11
MBS,surface,Assembly,ascrewr8,12,5,Fix it with 2 m/c screws,1.26
MBSLED,surface,Assembly,ascrewr1,4,1,Place wires,0.15
MBSLED,surface,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
MBSLED,surface,Assembly,ascrewr1,8,1,Place wires,0.5
MBSLED,surface,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
MBSLED,surface,Assembly,ascrewr1,12,1,Place wires,0.75
MBSLED,surface,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
MBW,wall,Assembly,ascrewr8,4,2,Clip 2 end ballast covers on extrusion,0.4
MBW,wall,Assembly,ascrewr8,4,3,Clip double cover on extrusion,0
MBW,wall,Assembly,ascrewr8,4,4,Place middle ballast cover on extrusion,0.37
MBW,wall,Assembly,ascrewr8,4,5,Fix it with 2 m/c screws,0.42
MBW,wall,Assembly,ascrewr8,8,2,Clip 2 end ballast covers on extrusion,0.4
MBW,wall,Assembly,ascrewr8,8,3,Clip double cover on extrusion,0.3
MBW,wall,Assembly,ascrewr8,8,4,Place middle ballast cover on extrusion,0.74
MBW,wall,Assembly,ascrewr8,8,5,Fix it with 2 m/c screws,0.84
MBW,wall,Assembly,ascrewr8,12,2,Clip 2 end ballast covers on extrusion,0.4
MBW,wall,Assembly,ascrewr8,12,3,Clip double cover on extrusion,0.6
MBW,wall,Assembly,ascrewr8,12,4,Place middle ballast cover on extrusion,1.11
MBW,wall,Assembly,ascrewr8,12,5,Fix it with 2 m/c screws,1.26
MBWLED,wall,Assembly,ascrewr1,4,1,Place wires,0.15
MBWLED,wall,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
MBWLED,wall,Assembly,ascrewr1,8,1,Place wires,0.5
MBWLED,wall,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
MBWLED,wall,Assembly,ascrewr1,12,1,Place wires,0.75
MBWLED,wall,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
MBWV,wall,Assembly,ascrewr8,4,2,Clip 2 end ballast covers on extrusion,0.4
MBWV,wall,Assembly,ascrewr8,4,3,Clip double cover on extrusion,0
MBWV,wall,Assembly,ascrewr8,4,4,Place middle ballast cover on extrusion,0.37
MBWV,wall,Assembly,ascrewr8,4,5,Fix it with 2 m/c screws,0.42
MBWV,wall,Assembly,ascrewr8,8,2,Clip 2 end ballast covers on extrusion,0.4
MBWV,wall,Assembly,ascrewr8,8,3,Clip double cover on extrusion,0.3
MBWV,wall,Assembly,ascrewr8,8,4,Place middle ballast cover on extrusion,0.74
MBWV,wall,Assembly,ascrewr8,8,5,Fix it with 2 m/c screws,0.84
MBWV,wall,Assembly,ascrewr8,12,2,Clip 2 end ballast covers on extrusion,0.4
MBWV,wall,Assembly,ascrewr8,12,3,Clip double cover on extrusion,0.6
MBWV,wall,Assembly,ascrewr8,12,4,Place middle ballast cover on extrusion,1.11
MBWV,wall,Assembly,ascrewr8,12,5,Fix it with 2 m/c screws,1.26
MBWVLED,wall,Assembly,ascrewr1,4,1,Place wires,0.15
MBWVLED,wall,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
MBWVLED,wall,Assembly,ascrewr1,8,1,Place wires,0.5
MBWVLED,wall,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
MBWVLED,wall,Assembly,ascrewr1,12,1,Place wires,0.75
MBWVLED,wall,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
PICD,pendant,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PICD,pendant,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PICD,pendant,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PICI,pendant,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PICI,pendant,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PICI,pendant,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PICR,pendant,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PICR,pendant,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PICR,pendant,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PICWD,wall,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PICWD,wall,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PICWD,wall,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PICWI,wall,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PICWI,wall,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PICWI,wall,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PICWR,wall,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PICWR,wall,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PICWR,wall,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PMD,pendant,Assembly,ascrew9,4,1,Place & fix 2 deflectors,0.45
PMD,pendant,Assembly,ascrew9,8,1,Place & fix 2 deflectors,0.45
PMD,pendant,Assembly,ascrew9,12,1,Place & fix 2 deflectors,0.45
PMI,pendant,Assembly,ascrew9,4,1,Place & fix 2 deflectors,0.45
PMI,pendant,Assembly,ascrew9,8,1,Place & fix 2 deflectors,0.45
PMI,pendant,Assembly,ascrew9,12,1,Place & fix 2 deflectors,0.45
PMR,pendant,Assembly,ascrew9,4,1,Place & fix 2 deflectors,0.45
PMR,pendant,Assembly,ascrew9,8,1,Place & fix 2 deflectors,0.45
PMR,pendant,Assembly,ascrew9,12,1,Place & fix 2 deflectors,0.45
PMRLED,pendant,Assembly,ascrew9,4,1,Place & fix 2 deflectors,0.45
PMRLED,pendant,Assembly,ascrew9,8,1,Place & fix 2 deflectors,0.45
PMRLED,pendant,Assembly,ascrew9,12,1,Place & fix 2 deflectors,0.45
PMWD,wall,Assembly,ascrew9,4,1,Place & fix 2 deflectors,0.45
PMWD,wall,Assembly,ascrew9,8,1,Place & fix 2 deflectors,0.45
PMWD,wall,Assembly,ascrew9,12,1,Place & fix 2 deflectors,0.45
PMWI,wall,Assembly,ascrew9,4,1,Place & fix 2 deflectors,0.45
PMWI,wall,Assembly,ascrew9,8,1,Place & fix 2 deflectors,0.45
PMWI,wall,Assembly,ascrew9,12,1,Place & fix 2 deflectors,0.45
PMWR,wall,Assembly,ascrew9,4,1,Place & fix 2 deflectors,0.45
PMWR,wall,Assembly,ascrew9,8,1,Place & fix 2 deflectors,0.45
PMWR,wall,Assembly,ascrew9,12,1,Place & fix 2 deflectors,0.45
PO,Grid,Assembly,ascrewr7,11,1,Place & fix 2 socket brackets,0.53
PO,Grid,Assembly,ascrewr7,11,2,Place & fix 2 deflectors,0.45
PO,Grid,Assembly,ascrewr7,12,1,Place & fix 2 socket brackets,0.53
PO,Grid,Assembly,ascrewr7,12,2,Place & fix 2 deflectors,0.45
PO,Grid,Assembly,ascrewr7,14,1,Place & fix 2 socket brackets,0.53
PO,Grid,Assembly,ascrewr7,14,2,Place & fix 2 deflectors,0.45
PO,Grid,Assembly,ascrewr7,22,1,Place & fix 2 socket brackets,0.53
PO,Grid,Assembly,ascrewr7,22,2,Place & fix 2 deflectors,0.45
PO,Grid,Assembly,ascrewr7,24,1,Place & fix 2 socket brackets,0.53
PO,Grid,Assembly,ascrewr7,24,2,Place & fix 2 deflectors,0.45
POLED,Grid LED,Assembly,ascrew6,11,1,Place & fix 2 deflectors,0.45
POLED,Grid LED,Assembly,ascrew6,12,1,Place & fix 2 deflectors,0.45
POLED,Grid LED,Assembly,ascrew6,14,1,Place & fix 2 deflectors,0.45
POLED,Grid LED,Assembly,ascrew6,22,1,Place & fix 2 deflectors,0.45
POLED,Grid LED,Assembly,ascrew6,24,1,Place & fix 2 deflectors,0.45
PR,pendant,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PR,pendant,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PR,pendant,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PRLED,pendant,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PRLED,pendant,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PRLED,pendant,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PRS,surface,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PRS,surface,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PRS,surface,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PRSLED,surface,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PRSLED,surface,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PRSLED,surface,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PRW,wall,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PRW,wall,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PRW,wall,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PRWLED,wall,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PRWLED,wall,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PRWLED,wall,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PW,pendant,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PW,pendant,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PW,pendant,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PWLED,pendant,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PWLED,pendant,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PWLED,pendant,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PWS,surface,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PWS,surface,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PWS,surface,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PWSLED,surface,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PWSLED,surface,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PWSLED,surface,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PWW,wall,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PWW,wall,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PWW,wall,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
PWWLED,wall,Assembly,ascrew9,4,1,Place cover ballast & screwed (4),0.87
PWWLED,wall,Assembly,ascrew9,8,1,Place cover ballast & screwed (4),1.74
PWWLED,wall,Assembly,ascrew9,12,1,Place cover ballast & screwed (4),2.61
RAY3,recessed,Assembly,ascrewr3,4,1,Place wires,0.15
RAY3,recessed,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY3,recessed,Assembly,ascrewr3,8,1,Place wires,0.5
RAY3,recessed,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY3,recessed,Assembly,ascrewr3,12,1,Place wires,0.75
RAY3,recessed,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY3P,pendant,Assembly,ascrewr3,4,1,Place wires,0.15
RAY3P,pendant,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY3P,pendant,Assembly,ascrewr3,8,1,Place wires,0.5
RAY3P,pendant,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY3P,pendant,Assembly,ascrewr3,12,1,Place wires,0.75
RAY3P,pendant,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY3S,surface,Assembly,ascrewr3,4,1,Place wires,0.15
RAY3S,surface,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY3S,surface,Assembly,ascrewr3,8,1,Place wires,0.5
RAY3S,surface,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY3S,surface,Assembly,ascrewr3,12,1,Place wires,0.75
RAY3S,surface,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY3W,wall,Assembly,ascrewr3,4,1,Place wires,0.15
RAY3W,wall,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY3W,wall,Assembly,ascrewr3,8,1,Place wires,0.5
RAY3W,wall,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY3W,wall,Assembly,ascrewr3,12,1,Place wires,0.75
RAY3W,wall,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY4,recessed,Assembly,ascrewr3,4,1,Place wires,0.15
RAY4,recessed,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY4,recessed,Assembly,ascrewr3,8,1,Place wires,0.5
RAY4,recessed,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY4,recessed,Assembly,ascrewr3,12,1,Place wires,0.75
RAY4,recessed,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY4P,pendant,Assembly,ascrewr3,4,1,Place wires,0.15
RAY4P,pendant,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY4P,pendant,Assembly,ascrewr3,8,1,Place wires,0.5
RAY4P,pendant,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY4P,pendant,Assembly,ascrewr3,12,1,Place wires,0.75
RAY4P,pendant,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY4S,surface,Assembly,ascrewr3,4,1,Place wires,0.15
RAY4S,surface,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY4S,surface,Assembly,ascrewr3,8,1,Place wires,0.5
RAY4S,surface,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY4S,surface,Assembly,ascrewr3,12,1,Place wires,0.75
RAY4S,surface,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY4W,wall,Assembly,ascrewr3,4,1,Place wires,0.15
RAY4W,wall,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY4W,wall,Assembly,ascrewr3,8,1,Place wires,0.5
RAY4W,wall,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY4W,wall,Assembly,ascrewr3,12,1,Place wires,0.75
RAY4W,wall,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY6,recessed,Assembly,ascrewr3,4,1,Place wires,0.15
RAY6,recessed,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY6,recessed,Assembly,ascrewr3,8,1,Place wires,0.5
RAY6,recessed,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY6,recessed,Assembly,ascrewr3,12,1,Place wires,0.75
RAY6,recessed,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY6P,pendant,Assembly,ascrewr3,4,1,Place wires,0.15
RAY6P,pendant,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY6P,pendant,Assembly,ascrewr3,8,1,Place wires,0.5
RAY6P,pendant,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY6P,pendant,Assembly,ascrewr3,12,1,Place wires,0.75
RAY6P,pendant,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY6S,surface,Assembly,ascrewr3,4,1,Place wires,0.15
RAY6S,surface,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY6S,surface,Assembly,ascrewr3,8,1,Place wires,0.5
RAY6S,surface,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY6S,surface,Assembly,ascrewr3,12,1,Place wires,0.75
RAY6S,surface,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY6W,wall,Assembly,ascrewr3,4,1,Place wires,0.15
RAY6W,wall,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY6W,wall,Assembly,ascrewr3,8,1,Place wires,0.5
RAY6W,wall,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY6W,wall,Assembly,ascrewr3,12,1,Place wires,0.75
RAY6W,wall,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY8,recessed,Assembly,ascrewr3,4,1,Place wires,0.15
RAY8,recessed,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY8,recessed,Assembly,ascrewr3,8,1,Place wires,0.5
RAY8,recessed,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY8,recessed,Assembly,ascrewr3,12,1,Place wires,0.75
RAY8,recessed,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY8P,pendant,Assembly,ascrewr3,4,1,Place wires,0.15
RAY8P,pendant,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY8P,pendant,Assembly,ascrewr3,8,1,Place wires,0.5
RAY8P,pendant,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY8P,pendant,Assembly,ascrewr3,12,1,Place wires,0.75
RAY8P,pendant,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY8S,surface,Assembly,ascrewr3,4,1,Place wires,0.15
RAY8S,surface,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY8S,surface,Assembly,ascrewr3,8,1,Place wires,0.5
RAY8S,surface,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY8S,surface,Assembly,ascrewr3,12,1,Place wires,0.75
RAY8S,surface,Assembly,ascrewr3,12,2,2 half reflectors,2.54
RAY8W,wall,Assembly,ascrewr3,4,1,Place wires,0.15
RAY8W,wall,Assembly,ascrewr3,4,2,2 half reflectors,0.846666667
RAY8W,wall,Assembly,ascrewr3,8,1,Place wires,0.5
RAY8W,wall,Assembly,ascrewr3,8,2,2 half reflectors,1.693333333
RAY8W,wall,Assembly,ascrewr3,12,1,Place wires,0.75
RAY8W,wall,Assembly,ascrewr3,12,2,2 half reflectors,2.54
SCD,pendant,Assembly,ascrewr15,4,1,place reflector aligned with reflectors bracket,1.32
SCD,pendant,Assembly,ascrewr15,8,1,place reflector aligned with reflectors bracket,2.64
SCD,pendant,Assembly,ascrewr15,12,1,place reflector aligned with reflectors bracket,3.96
SCDI,pendant,Assembly,ascrewr15,4,1,place reflector aligned with reflectors bracket,1.32
SCDI,pendant,Assembly,ascrewr15,8,1,place reflector aligned with reflectors bracket,2.64
SCDI,pendant,Assembly,ascrewr15,12,1,place reflector aligned with reflectors bracket,3.96
SCPLED,recessed,Assembly,ascrewr15,4,1,place reflector aligned with reflectors bracket,1.32
SCPLED,recessed,Assembly,ascrewr15,8,1,place reflector aligned with reflectors bracket,2.64
SCPLED,recessed,Assembly,ascrewr15,12,1,place reflector aligned with reflectors bracket,3.96
SCR,recessed,Assembly,ascrewr15,4,1,place reflector aligned with reflectors bracket,1.32
SCR,recessed,Assembly,ascrewr15,8,1,place reflector aligned with reflectors bracket,2.64
SCR,recessed,Assembly,ascrewr15,12,1,place reflector aligned with reflectors bracket,3.96
SCRPAT,recessed,Assembly,ascrewr15,4,1,place reflector aligned with reflectors bracket,1.32
SCRPAT,recessed,Assembly,ascrewr15,8,1,place reflector aligned with reflectors bracket,2.64
SCRPAT,recessed,Assembly,ascrewr15,12,1,place reflector aligned with reflectors bracket,3.96
SCRV,recessed,Assembly,ascrewr15,4,1,place reflector aligned with reflectors bracket,1.32
SCRV,recessed,Assembly,ascrewr15,8,1,place reflector aligned with reflectors bracket,2.64
SCRV,recessed,Assembly,ascrewr15,12,1,place reflector aligned with reflectors bracket,3.96
SCS,surface,Assembly,ascrewr15,4,1,place reflector aligned with reflectors bracket,1.32
SCS,surface,Assembly,ascrewr15,8,1,place reflector aligned with reflectors bracket,2.64
SCS,surface,Assembly,ascrewr15,12,1,place reflector aligned with reflectors bracket,3.96
SCWD,wall,Assembly,ascrewr15,4,1,place reflector aligned with reflectors bracket,1.32
SCWD,wall,Assembly,ascrewr15,8,1,place reflector aligned with reflectors bracket,2.64
SCWD,wall,Assembly,ascrewr15,12,1,place reflector aligned with reflectors bracket,3.96
SCWDI,wall,Assembly,ascrewr15,4,1,place reflector aligned with reflectors bracket,1.32
SCWDI,wall,Assembly,ascrewr15,8,1,place reflector aligned with reflectors bracket,2.64
SCWDI,wall,Assembly,ascrewr15,12,1,place reflector aligned with reflectors bracket,3.96
SK,recessed,Assembly,ascrewr5,10003,1,Place small cartridge in housing,0.72
SK,recessed,Assembly,ascrewr5,10003,2,Screw small cartridge in housing with 3 screws,0.38
SK,recessed,Assembly,ascrewr5,10003,3,Place long cartridge on bottom of housing,0
SK,recessed,Assembly,ascrewr5,10003,4,Screw long cartridge in housing with 4 screws,0
SK,recessed,Assembly,ascrewr5,10005,1,Place small cartridge in housing,0.72
SK,recessed,Assembly,ascrewr5,10005,2,Screw small cartridge in housing with 3 screws,0.38
SK,recessed,Assembly,ascrewr5,10005,3,Place long cartridge on bottom of housing,0
SK,recessed,Assembly,ascrewr5,10005,4,Screw long cartridge in housing with 4 screws,0
SK,recessed,Assembly,ascrewr5,10008,1,Place small cartridge in housing,0
SK,recessed,Assembly,ascrewr5,10008,2,Screw small cartridge in housing with 3 screws,0
SK,recessed,Assembly,ascrewr5,10008,3,Place long cartridge on bottom of housing,0.58
SK,recessed,Assembly,ascrewr5,10008,4,Screw long cartridge in housing with 4 screws,0.58
SK,recessed,Assembly,ascrewr5,10013,1,Place small cartridge in housing,0.72
SK,recessed,Assembly,ascrewr5,10013,2,Screw small cartridge in housing with 3 screws,0.38
SK,recessed,Assembly,ascrewr5,10013,3,Place long cartridge on bottom of housing,0.58
SK,recessed,Assembly,ascrewr5,10013,4,Screw long cartridge in housing with 4 screws,0.58
SK,recessed,Assembly,ascrewr5,10018,1,Place small cartridge in housing,0
SK,recessed,Assembly,ascrewr5,10018,2,Screw small cartridge in housing with 3 screws,0
SK,recessed,Assembly,ascrewr5,10018,3,Place long cartridge on bottom of housing,1.16
SK,recessed,Assembly,ascrewr5,10018,4,Screw long cartridge in housing with 4 screws,1.16
SK,recessed,Assembly,ascrewr5,10023,1,Place small cartridge in housing,0
SK,recessed,Assembly,ascrewr5,10023,2,Screw small cartridge in housing with 3 screws,0
SK,recessed,Assembly,ascrewr5,10023,3,Place long cartridge on bottom of housing,1.16
SK,recessed,Assembly,ascrewr5,10023,4,Screw long cartridge in housing with 4 screws,1.16
SKPLED,pendant,Assembly,ascrewr15,4,1,place reflector aligned with reflectors bracket,1.32
SKPLED,pendant,Assembly,ascrewr15,8,1,place reflector aligned with reflectors bracket,2.64
SKPLED,pendant,Assembly,ascrewr15,12,1,place reflector aligned with reflectors bracket,3.96
SKSLED,Grid LED,Assembly,ascrew6,11,1,Place & fix 2 deflectors,0.45
SKSLED,Grid LED,Assembly,ascrew6,12,1,Place & fix 2 deflectors,0.45
SKSLED,Grid LED,Assembly,ascrew6,14,1,Place & fix 2 deflectors,0.45
SKSLED,Grid LED,Assembly,ascrew6,22,1,Place & fix 2 deflectors,0.45
SKSLED,Grid LED,Assembly,ascrew6,24,1,Place & fix 2 deflectors,0.45
SKVLED,Grid LED,Assembly,ascrew6,11,1,Place & fix 2 deflectors,0.45
SKVLED,Grid LED,Assembly,ascrew6,12,1,Place & fix 2 deflectors,0.45
SKVLED,Grid LED,Assembly,ascrew6,14,1,Place & fix 2 deflectors,0.45
SKVLED,Grid LED,Assembly,ascrew6,22,1,Place & fix 2 deflectors,0.45
SKVLED,Grid LED,Assembly,ascrew6,24,1,Place & fix 2 deflectors,0.45
SL,pendant,Assembly,ascrewr12,4,2,Place & screw ballast covers ,1.35
SL,pendant,Assembly,ascrewr12,8,2,Place & screw ballast covers ,2.7
SL,pendant,Assembly,ascrewr12,12,2,Place & screw ballast covers ,4.05
SL2HLED,pendant,Assembly,ascrewr12,4,2,Place & screw ballast covers ,1.35
SL2HLED,pendant,Assembly,ascrewr12,8,2,Place & screw ballast covers ,2.7
SL2HLED,pendant,Assembly,ascrewr12,12,2,Place & screw ballast covers ,4.05
SL2LLED,pendant,Assembly,ascrewr12,4,2,Place & screw ballast covers ,1.35
SL2LLED,pendant,Assembly,ascrewr12,8,2,Place & screw ballast covers ,2.7
SL2LLED,pendant,Assembly,ascrewr12,12,2,Place & screw ballast covers ,4.05
SLLED,pendant,Assembly,ascrewr12,4,2,Place & screw ballast covers ,1.35
SLLED,pendant,Assembly,ascrewr12,8,2,Place & screw ballast covers ,2.7
SLLED,pendant,Assembly,ascrewr12,12,2,Place & screw ballast covers ,4.05
SLW,wall,Assembly,ascrewr12,4,2,Place & screw ballast covers ,1.35
SLW,wall,Assembly,ascrewr12,8,2,Place & screw ballast covers ,2.7
SLW,wall,Assembly,ascrewr12,12,2,Place & screw ballast covers ,4.05
SLWLED,wall,Assembly,ascrewr12,4,2,Place & screw ballast covers ,1.35
SLWLED,wall,Assembly,ascrewr12,8,2,Place & screw ballast covers ,2.7
SLWLED,wall,Assembly,ascrewr12,12,2,Place & screw ballast covers ,4.05
SOL,pendant,Assembly,ascrewr13,4,2,fix 2 ballast cover with 8 screws(4ft),2
SOL,pendant,Assembly,ascrewr13,8,2,fix 2 ballast cover with 8 screws(4ft),4
SOL,pendant,Assembly,ascrewr13,12,2,fix 2 ballast cover with 8 screws(4ft),8
SOLS,surface,Assembly,ascrewr13,4,2,fix 2 ballast cover with 8 screws(4ft),2
SOLS,surface,Assembly,ascrewr13,8,2,fix 2 ballast cover with 8 screws(4ft),4
SOLS,surface,Assembly,ascrewr13,12,2,fix 2 ballast cover with 8 screws(4ft),8
SOLW,wall,Assembly,ascrewr13,4,2,fix 2 ballast cover with 8 screws(4ft),2
SOLW,wall,Assembly,ascrewr13,8,2,fix 2 ballast cover with 8 screws(4ft),4
SOLW,wall,Assembly,ascrewr13,12,2,fix 2 ballast cover with 8 screws(4ft),8
SU,pendant,Assembly,ascrewr10,4,2,Place ballast cover+fix with 2 screws,0.96
SU,pendant,Assembly,ascrewr10,8,2,Place ballast cover+fix with 2 screws,1.92
SU,pendant,Assembly,ascrewr10,12,2,Place ballast cover+fix with 2 screws,2.88
SUA,pendant,Assembly,ascrewr11,4,3,Fix other side deflector,1.26
SUA,pendant,Assembly,ascrewr11,8,3,Fix other side deflector,2.52
SUA,pendant,Assembly,ascrewr11,12,3,Fix other side deflector,3.78
SUS,surface,Assembly,ascrewr10,4,2,Place ballast cover+fix with 2 screws,0.96
SUS,surface,Assembly,ascrewr10,8,2,Place ballast cover+fix with 2 screws,1.92
