Product ID,Fixture,Work Center,Option,Length,ID,Task,Time (min)
SUS,surface,Assembly,ascrewr10,12,2,Place ballast cover+fix with 2 screws,2.88
SUW,wall,Assembly,ascrewr10,4,2,Place ballast cover+fix with 2 screws,0.96
SUW,wall,Assembly,ascrewr10,8,2,Place ballast cover+fix with 2 screws,1.92
SUW,wall,Assembly,ascrewr10,12,2,Place ballast cover+fix with 2 screws,2.88
SUWA,wall,Assembly,ascrewr11,4,3,Fix other side deflector,1.26
SUWA,wall,Assembly,ascrewr11,8,3,Fix other side deflector,2.52
SUWA,wall,Assembly,ascrewr11,12,3,Fix other side deflector,3.78
TB,pendant,Assembly,ascrewr4,4,1,Place wires,0.15
TB,pendant,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TB,pendant,Assembly,ascrewr4,4,3,Turn housing,0.01
TB,pendant,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TB,pendant,Assembly,ascrewr4,8,1,Place wires,0.5
TB,pendant,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TB,pendant,Assembly,ascrewr4,8,3,Turn housing,0.15
TB,pendant,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TB,pendant,Assembly,ascrewr4,12,1,Place wires,0.75
TB,pendant,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TB,pendant,Assembly,ascrewr4,12,3,Turn housing,0.2
TB,pendant,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBDILED,pendant,Assembly,ascrewr4,4,1,Place wires,0.15
TBDILED,pendant,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBDILED,pendant,Assembly,ascrewr4,4,3,Turn housing,0.01
TBDILED,pendant,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBDILED,pendant,Assembly,ascrewr4,8,1,Place wires,0.5
TBDILED,pendant,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBDILED,pendant,Assembly,ascrewr4,8,3,Turn housing,0.15
TBDILED,pendant,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBDILED,pendant,Assembly,ascrewr4,12,1,Place wires,0.75
TBDILED,pendant,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBDILED,pendant,Assembly,ascrewr4,12,3,Turn housing,0.2
TBDILED,pendant,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBDILEDPAT,pendant,Assembly,ascrewr4,4,1,Place wires,0.15
TBDILEDPAT,pendant,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBDILEDPAT,pendant,Assembly,ascrewr4,4,3,Turn housing,0.01
TBDILEDPAT,pendant,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBDILEDPAT,pendant,Assembly,ascrewr4,8,1,Place wires,0.5
TBDILEDPAT,pendant,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBDILEDPAT,pendant,Assembly,ascrewr4,8,3,Turn housing,0.15
TBDILEDPAT,pendant,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBDILEDPAT,pendant,Assembly,ascrewr4,12,1,Place wires,0.75
TBDILEDPAT,pendant,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBDILEDPAT,pendant,Assembly,ascrewr4,12,3,Turn housing,0.2
TBDILEDPAT,pendant,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBDLED,pendant,Assembly,ascrewr4,4,1,Place wires,0.15
TBDLED,pendant,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBDLED,pendant,Assembly,ascrewr4,4,3,Turn housing,0.01
TBDLED,pendant,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBDLED,pendant,Assembly,ascrewr4,8,1,Place wires,0.5
TBDLED,pendant,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBDLED,pendant,Assembly,ascrewr4,8,3,Turn housing,0.15
TBDLED,pendant,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBDLED,pendant,Assembly,ascrewr4,12,1,Place wires,0.75
TBDLED,pendant,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBDLED,pendant,Assembly,ascrewr4,12,3,Turn housing,0.2
TBDLED,pendant,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBDLEDPAT,pendant,Assembly,ascrewr4,4,1,Place wires,0.15
TBDLEDPAT,pendant,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBDLEDPAT,pendant,Assembly,ascrewr4,4,3,Turn housing,0.01
TBDLEDPAT,pendant,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBDLEDPAT,pendant,Assembly,ascrewr4,8,1,Place wires,0.5
TBDLEDPAT,pendant,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBDLEDPAT,pendant,Assembly,ascrewr4,8,3,Turn housing,0.15
TBDLEDPAT,pendant,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBDLEDPAT,pendant,Assembly,ascrewr4,12,1,Place wires,0.75
TBDLEDPAT,pendant,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBDLEDPAT,pendant,Assembly,ascrewr4,12,3,Turn housing,0.2
TBDLEDPAT,pendant,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBDPAT,pendant,Assembly,ascrewr4,4,1,Place wires,0.15
TBDPAT,pendant,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBDPAT,pendant,Assembly,ascrewr4,4,3,Turn housing,0.01
TBDPAT,pendant,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBDPAT,pendant,Assembly,ascrewr4,8,1,Place wires,0.5
TBDPAT,pendant,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBDPAT,pendant,Assembly,ascrewr4,8,3,Turn housing,0.15
TBDPAT,pendant,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBDPAT,pendant,Assembly,ascrewr4,12,1,Place wires,0.75
TBDPAT,pendant,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBDPAT,pendant,Assembly,ascrewr4,12,3,Turn housing,0.2
TBDPAT,pendant,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBILED,pendant,Assembly,ascrewr4,4,1,Place wires,0.15
TBILED,pendant,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBILED,pendant,Assembly,ascrewr4,4,3,Turn housing,0.01
TBILED,pendant,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBILED,pendant,Assembly,ascrewr4,8,1,Place wires,0.5
TBILED,pendant,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBILED,pendant,Assembly,ascrewr4,8,3,Turn housing,0.15
TBILED,pendant,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBILED,pendant,Assembly,ascrewr4,12,1,Place wires,0.75
TBILED,pendant,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBILED,pendant,Assembly,ascrewr4,12,3,Turn housing,0.2
TBILED,pendant,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBILEDPAT,pendant,Assembly,ascrewr4,4,1,Place wires,0.15
TBILEDPAT,pendant,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBILEDPAT,pendant,Assembly,ascrewr4,4,3,Turn housing,0.01
TBILEDPAT,pendant,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBILEDPAT,pendant,Assembly,ascrewr4,8,1,Place wires,0.5
TBILEDPAT,pendant,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBILEDPAT,pendant,Assembly,ascrewr4,8,3,Turn housing,0.15
TBILEDPAT,pendant,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBILEDPAT,pendant,Assembly,ascrewr4,12,1,Place wires,0.75
TBILEDPAT,pendant,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBILEDPAT,pendant,Assembly,ascrewr4,12,3,Turn housing,0.2
TBILEDPAT,pendant,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBIPAT,pendant,Assembly,ascrewr4,4,1,Place wires,0.15
TBIPAT,pendant,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBIPAT,pendant,Assembly,ascrewr4,4,3,Turn housing,0.01
TBIPAT,pendant,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBIPAT,pendant,Assembly,ascrewr4,8,1,Place wires,0.5
TBIPAT,pendant,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBIPAT,pendant,Assembly,ascrewr4,8,3,Turn housing,0.15
TBIPAT,pendant,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBIPAT,pendant,Assembly,ascrewr4,12,1,Place wires,0.75
TBIPAT,pendant,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBIPAT,pendant,Assembly,ascrewr4,12,3,Turn housing,0.2
TBIPAT,pendant,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBLEDPAT,pendant,Assembly,ascrewr4,4,1,Place wires,0.15
TBLEDPAT,pendant,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBLEDPAT,pendant,Assembly,ascrewr4,4,3,Turn housing,0.01
TBLEDPAT,pendant,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBLEDPAT,pendant,Assembly,ascrewr4,8,1,Place wires,0.5
TBLEDPAT,pendant,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBLEDPAT,pendant,Assembly,ascrewr4,8,3,Turn housing,0.15
TBLEDPAT,pendant,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBLEDPAT,pendant,Assembly,ascrewr4,12,1,Place wires,0.75
TBLEDPAT,pendant,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBLEDPAT,pendant,Assembly,ascrewr4,12,3,Turn housing,0.2
TBLEDPAT,pendant,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBPAT,pendant,Assembly,ascrewr4,4,1,Place wires,0.15
TBPAT,pendant,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBPAT,pendant,Assembly,ascrewr4,4,3,Turn housing,0.01
TBPAT,pendant,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBPAT,pendant,Assembly,ascrewr4,8,1,Place wires,0.5
TBPAT,pendant,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBPAT,pendant,Assembly,ascrewr4,8,3,Turn housing,0.15
TBPAT,pendant,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBPAT,pendant,Assembly,ascrewr4,12,1,Place wires,0.75
TBPAT,pendant,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBPAT,pendant,Assembly,ascrewr4,12,3,Turn housing,0.2
TBPAT,pendant,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBW,wall,Assembly,ascrewr4,4,1,Place wires,0.15
TBW,wall,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBW,wall,Assembly,ascrewr4,4,3,Turn housing,0.01
TBW,wall,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBW,wall,Assembly,ascrewr4,8,1,Place wires,0.5
TBW,wall,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBW,wall,Assembly,ascrewr4,8,3,Turn housing,0.15
TBW,wall,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBW,wall,Assembly,ascrewr4,12,1,Place wires,0.75
TBW,wall,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBW,wall,Assembly,ascrewr4,12,3,Turn housing,0.2
TBW,wall,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBWDILED,wall,Assembly,ascrewr4,4,1,Place wires,0.15
TBWDILED,wall,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBWDILED,wall,Assembly,ascrewr4,4,3,Turn housing,0.01
TBWDILED,wall,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBWDILED,wall,Assembly,ascrewr4,8,1,Place wires,0.5
TBWDILED,wall,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBWDILED,wall,Assembly,ascrewr4,8,3,Turn housing,0.15
TBWDILED,wall,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBWDILED,wall,Assembly,ascrewr4,12,1,Place wires,0.75
TBWDILED,wall,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBWDILED,wall,Assembly,ascrewr4,12,3,Turn housing,0.2
TBWDILED,wall,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBWDILEDPAT,wall,Assembly,ascrewr4,4,1,Place wires,0.15
TBWDILEDPAT,wall,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBWDILEDPAT,wall,Assembly,ascrewr4,4,3,Turn housing,0.01
TBWDILEDPAT,wall,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBWDILEDPAT,wall,Assembly,ascrewr4,8,1,Place wires,0.5
TBWDILEDPAT,wall,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBWDILEDPAT,wall,Assembly,ascrewr4,8,3,Turn housing,0.15
TBWDILEDPAT,wall,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBWDILEDPAT,wall,Assembly,ascrewr4,12,1,Place wires,0.75
TBWDILEDPAT,wall,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBWDILEDPAT,wall,Assembly,ascrewr4,12,3,Turn housing,0.2
TBWDILEDPAT,wall,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBWDLED,wall,Assembly,ascrewr4,4,1,Place wires,0.15
TBWDLED,wall,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBWDLED,wall,Assembly,ascrewr4,4,3,Turn housing,0.01
TBWDLED,wall,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBWDLED,wall,Assembly,ascrewr4,8,1,Place wires,0.5
TBWDLED,wall,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBWDLED,wall,Assembly,ascrewr4,8,3,Turn housing,0.15
TBWDLED,wall,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBWDLED,wall,Assembly,ascrewr4,12,1,Place wires,0.75
TBWDLED,wall,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBWDLED,wall,Assembly,ascrewr4,12,3,Turn housing,0.2
TBWDLED,wall,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBWDLEDPAT,wall,Assembly,ascrewr4,4,1,Place wires,0.15
TBWDLEDPAT,wall,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBWDLEDPAT,wall,Assembly,ascrewr4,4,3,Turn housing,0.01
TBWDLEDPAT,wall,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBWDLEDPAT,wall,Assembly,ascrewr4,8,1,Place wires,0.5
TBWDLEDPAT,wall,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBWDLEDPAT,wall,Assembly,ascrewr4,8,3,Turn housing,0.15
TBWDLEDPAT,wall,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBWDLEDPAT,wall,Assembly,ascrewr4,12,1,Place wires,0.75
TBWDLEDPAT,wall,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBWDLEDPAT,wall,Assembly,ascrewr4,12,3,Turn housing,0.2
TBWDLEDPAT,wall,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBWDPAT,wall,Assembly,ascrewr4,4,1,Place wires,0.15
TBWDPAT,wall,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBWDPAT,wall,Assembly,ascrewr4,4,3,Turn housing,0.01
TBWDPAT,wall,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBWDPAT,wall,Assembly,ascrewr4,8,1,Place wires,0.5
TBWDPAT,wall,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBWDPAT,wall,Assembly,ascrewr4,8,3,Turn housing,0.15
TBWDPAT,wall,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBWDPAT,wall,Assembly,ascrewr4,12,1,Place wires,0.75
TBWDPAT,wall,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBWDPAT,wall,Assembly,ascrewr4,12,3,Turn housing,0.2
TBWDPAT,wall,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBWILED,wall,Assembly,ascrewr4,4,1,Place wires,0.15
TBWILED,wall,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBWILED,wall,Assembly,ascrewr4,4,3,Turn housing,0.01
TBWILED,wall,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBWILED,wall,Assembly,ascrewr4,8,1,Place wires,0.5
TBWILED,wall,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBWILED,wall,Assembly,ascrewr4,8,3,Turn housing,0.15
TBWILED,wall,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBWILED,wall,Assembly,ascrewr4,12,1,Place wires,0.75
TBWILED,wall,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBWILED,wall,Assembly,ascrewr4,12,3,Turn housing,0.2
TBWILED,wall,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBWILEDPAT,wall,Assembly,ascrewr4,4,1,Place wires,0.15
TBWILEDPAT,wall,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBWILEDPAT,wall,Assembly,ascrewr4,4,3,Turn housing,0.01
TBWILEDPAT,wall,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBWILEDPAT,wall,Assembly,ascrewr4,8,1,Place wires,0.5
TBWILEDPAT,wall,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBWILEDPAT,wall,Assembly,ascrewr4,8,3,Turn housing,0.15
TBWILEDPAT,wall,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBWILEDPAT,wall,Assembly,ascrewr4,12,1,Place wires,0.75
TBWILEDPAT,wall,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBWILEDPAT,wall,Assembly,ascrewr4,12,3,Turn housing,0.2
TBWILEDPAT,wall,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBWIPAT,wall,Assembly,ascrewr4,4,1,Place wires,0.15
TBWIPAT,wall,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBWIPAT,wall,Assembly,ascrewr4,4,3,Turn housing,0.01
TBWIPAT,wall,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBWIPAT,wall,Assembly,ascrewr4,8,1,Place wires,0.5
TBWIPAT,wall,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBWIPAT,wall,Assembly,ascrewr4,8,3,Turn housing,0.15
TBWIPAT,wall,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBWIPAT,wall,Assembly,ascrewr4,12,1,Place wires,0.75
TBWIPAT,wall,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBWIPAT,wall,Assembly,ascrewr4,12,3,Turn housing,0.2
TBWIPAT,wall,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TBWPAT,wall,Assembly,ascrewr4,4,1,Place wires,0.15
TBWPAT,wall,Assembly,ascrewr4,4,2,2 screws/reflector,0.31
TBWPAT,wall,Assembly,ascrewr4,4,3,Turn housing,0.01
TBWPAT,wall,Assembly,ascrewr4,4,4,2 screws/reflector,0.31
TBWPAT,wall,Assembly,ascrewr4,8,1,Place wires,0.5
TBWPAT,wall,Assembly,ascrewr4,8,2,2 screws/reflector,0.62
TBWPAT,wall,Assembly,ascrewr4,8,3,Turn housing,0.15
TBWPAT,wall,Assembly,ascrewr4,8,4,2 screws/reflector,0.62
TBWPAT,wall,Assembly,ascrewr4,12,1,Place wires,0.75
TBWPAT,wall,Assembly,ascrewr4,12,2,2 screws/reflector,0.93
TBWPAT,wall,Assembly,ascrewr4,12,3,Turn housing,0.2
TBWPAT,wall,Assembly,ascrewr4,12,4,2 screws/reflector,0.93
TWC,pendant,Assembly,ascrewr10,4,2,Place ballast cover+fix with 2 screws,0.96
TWC,pendant,Assembly,ascrewr10,8,2,Place ballast cover+fix with 2 screws,1.92
TWC,pendant,Assembly,ascrewr10,12,2,Place ballast cover+fix with 2 screws,2.88
TWCW,wall,Assembly,ascrewr10,4,2,Place ballast cover+fix with 2 screws,0.96
TWCW,wall,Assembly,ascrewr10,8,2,Place ballast cover+fix with 2 screws,1.92
TWCW,wall,Assembly,ascrewr10,12,2,Place ballast cover+fix with 2 screws,2.88
TWO,pendant,Assembly,ascrewr10,4,2,Place ballast cover+fix with 2 screws,0.96
TWO,pendant,Assembly,ascrewr10,8,2,Place ballast cover+fix with 2 screws,1.92
TWO,pendant,Assembly,ascrewr10,12,2,Place ballast cover+fix with 2 screws,2.88
TWOW,wall,Assembly,ascrewr10,4,2,Place ballast cover+fix with 2 screws,0.96
TWOW,wall,Assembly,ascrewr10,8,2,Place ballast cover+fix with 2 screws,1.92
TWOW,wall,Assembly,ascrewr10,12,2,Place ballast cover+fix with 2 screws,2.88
TWR,pendant,Assembly,ascrewr10,4,2,Place ballast cover+fix with 2 screws,0.96
TWR,pendant,Assembly,ascrewr10,8,2,Place ballast cover+fix with 2 screws,1.92
TWR,pendant,Assembly,ascrewr10,12,2,Place ballast cover+fix with 2 screws,2.88
TWRLED,pendant,Assembly,ascrewr10,4,2,Place ballast cover+fix with 2 screws,0.96
TWRLED,pendant,Assembly,ascrewr10,8,2,Place ballast cover+fix with 2 screws,1.92
TWRLED,pendant,Assembly,ascrewr10,12,2,Place ballast cover+fix with 2 screws,2.88
TWRW,wall,Assembly,ascrewr10,4,2,Place ballast cover+fix with 2 screws,0.96
TWRW,wall,Assembly,ascrewr10,8,2,Place ballast cover+fix with 2 screws,1.92
TWRW,wall,Assembly,ascrewr10,12,2,Place ballast cover+fix with 2 screws,2.88
TWRWLED,wall,Assembly,ascrewr10,4,2,Place ballast cover+fix with 2 screws,0.96
TWRWLED,wall,Assembly,ascrewr10,8,2,Place ballast cover+fix with 2 screws,1.92
TWRWLED,wall,Assembly,ascrewr10,12,2,Place ballast cover+fix with 2 screws,2.88
WA,Grid,Assembly,ascrewr7,11,1,Place & fix 2 socket brackets,0.53
WA,Grid,Assembly,ascrewr7,11,2,Place & fix 2 deflectors,0.45
WA,Grid,Assembly,ascrewr7,12,1,Place & fix 2 socket brackets,0.53
WA,Grid,Assembly,ascrewr7,12,2,Place & fix 2 deflectors,0.45
WA,Grid,Assembly,ascrewr7,14,1,Place & fix 2 socket brackets,0.53
WA,Grid,Assembly,ascrewr7,14,2,Place & fix 2 deflectors,0.45
WA,Grid,Assembly,ascrewr7,22,1,Place & fix 2 socket brackets,0.53
WA,Grid,Assembly,ascrewr7,22,2,Place & fix 2 deflectors,0.45
WA,Grid,Assembly,ascrewr7,24,1,Place & fix 2 socket brackets,0.53
WA,Grid,Assembly,ascrewr7,24,2,Place & fix 2 deflectors,0.45
WALED,Grid LED,Assembly,ascrew6,11,1,Place & fix 2 deflectors,0.45
WALED,Grid LED,Assembly,ascrew6,12,1,Place & fix 2 deflectors,0.45
WALED,Grid LED,Assembly,ascrew6,14,1,Place & fix 2 deflectors,0.45
WALED,Grid LED,Assembly,ascrew6,22,1,Place & fix 2 deflectors,0.45
WALED,Grid LED,Assembly,ascrew6,24,1,Place & fix 2 deflectors,0.45
WB,pendant,Assembly,ascrewr1,4,1,Place wires,0.15
WB,pendant,Assembly,ascrewr1,4,2,4 screws/reflector,0.563333333
WB,pendant,Assembly,ascrewr1,8,1,Place wires,0.5
WB,pendant,Assembly,ascrewr1,8,2,4 screws/reflector,1.126666667
WB,pendant,Assembly,ascrewr1,12,1,Place wires,0.75
WB,pendant,Assembly,ascrewr1,12,2,4 screws/reflector,1.69
WBDI,pendant,Assembly,ascrewr2,4,1,Place wires,0.15
WBDI,pendant,Assembly,ascrewr2,4,2,4 screws/reflector,0.563333333
WBDI,pendant,Assembly,ascrewr2,4,3,Turn housing,0.01
WBDI,pendant,Assembly,ascrewr2,4,4,Place wires,0.15
WBDI,pendant,Assembly,ascrewr2,4,5,2 half reflectors,0.846666667
WBDI,pendant,Assembly,ascrewr2,8,1,Place wires,0.5
WBDI,pendant,Assembly,ascrewr2,8,2,4 screws/reflector,1.126666667
WBDI,pendant,Assembly,ascrewr2,8,3,Turn housing,0.15
WBDI,pendant,Assembly,ascrewr2,8,4,Place wires,0.5
WBDI,pendant,Assembly,ascrewr2,8,5,2 half reflectors,1.693333333
WBDI,pendant,Assembly,ascrewr2,12,1,Place wires,0.75
WBDI,pendant,Assembly,ascrewr2,12,2,4 screws/reflector,1.69
WBDI,pendant,Assembly,ascrewr2,12,3,Turn housing,0.2
WBDI,pendant,Assembly,ascrewr2,12,4,Place wires,0.75
WBDI,pendant,Assembly,ascrewr2,12,5,2 half reflectors,2.54
WBDILED,pendant,Assembly,ascrewr2,4,1,Place wires,0.15
WBDILED,pendant,Assembly,ascrewr2,4,2,4 screws/reflector,0.563333333
WBDILED,pendant,Assembly,ascrewr2,4,3,Turn housing,0.01
WBDILED,pendant,Assembly,ascrewr2,4,4,Place wires,0.15
WBDILED,pendant,Assembly,ascrewr2,4,5,2 half reflectors,0.846666667
WBDILED,pendant,Assembly,ascrewr2,8,1,Place wires,0.5
WBDILED,pendant,Assembly,ascrewr2,8,2,4 screws/reflector,1.126666667
WBDILED,pendant,Assembly,ascrewr2,8,3,Turn housing,0.15
WBDILED,pendant,Assembly,ascrewr2,8,4,Place wires,0.5
WBDILED,pendant,Assembly,ascrewr2,8,5,2 half reflectors,1.693333333
WBDILED,pendant,Assembly,ascrewr2,12,1,Place wires,0.75
WBDILED,pendant,Assembly,ascrewr2,12,2,4 screws/reflector,1.69
WBDILED,pendant,Assembly,ascrewr2,12,3,Turn housing,0.2
WBDILED,pendant,Assembly,ascrewr2,12,4,Place wires,0.75
WBDILED,pendant,Assembly,ascrewr2,12,5,2 half reflectors,2.54
WBDIW,wall,Assembly,ascrewr2,4,1,Place wires,0.15
WBDIW,wall,Assembly,ascrewr2,4,2,4 screws/reflector,0.563333333
WBDIW,wall,Assembly,ascrewr2,4,3,Turn housing,0.01
WBDIW,wall,Assembly,ascrewr2,4,4,Place wires,0.15
WBDIW,wall,Assembly,ascrewr2,4,5,2 half reflectors,0.846666667
WBDIW,wall,Assembly,ascrewr2,8,1,Place wires,0.5
WBDIW,wall,Assembly,ascrewr2,8,2,4 screws/reflector,1.126666667
WBDIW,wall,Assembly,ascrewr2,8,3,Turn housing,0.15
WBDIW,wall,Assembly,ascrewr2,8,4,Place wires,0.5
WBDIW,wall,Assembly,ascrewr2,8,5,2 half reflectors,1.693333333
WBDIW,wall,Assembly,ascrewr2,12,1,Place wires,0.75
WBDIW,wall,Assembly,ascrewr2,12,2,4 screws/reflector,1.69
WBDIW,wall,Assembly,ascrewr2,12,3,Turn housing,0.2
WBDIW,wall,Assembly,ascrewr2,12,4,Place wires,0.75
WBDIW,wall,Assembly,ascrewr2,12,5,2 half reflectors,2.54
WBDIWLED,pendant,Assembly,ascrewr2,4,1,Place wires,0.15
WBDIWLED,pendant,Assembly,ascrewr2,4,2,4 screws/reflector,0.563333333
WBDIWLED,pendant,Assembly,ascrewr2,4,3,Turn housing,0.01
WBDIWLED,pendant,Assembly,ascrewr2,4,4,Place wires,0.15
WBDIWLED,pendant,Assembly,ascrewr2,4,5,2 half reflectors,0.846666667
WBDIWLED,pendant,Assembly,ascrewr2,8,1,Place wires,0.5
WBDIWLED,pendant,Assembly,ascrewr2,8,2,4 screws/reflector,1.126666667
WBDIWLED,pendant,Assembly,ascrewr2,8,3,Turn housing,0.15
WBDIWLED,pendant,Assembly,ascrewr2,8,4,Place wires,0.5
WBDIWLED,pendant,Assembly,ascrewr2,8,5,2 half reflectors,1.693333333
WBDIWLED,pendant,Assembly,ascrewr2,12,1,Place wires,0.75
WBDIWLED,pendant,Assembly,ascrewr2,12,2,4 screws/reflector,1.69
